name,year,latitude,longitude,city,region,cuisine,price,star
Benu,2019,37.78521,-122.39876,San Francisco,California,Asian,level-4,3
Quince,2019,37.79762,-122.40337,San Francisco,California,Contemporary,level-4,3
Atelier Crenn,2019,37.79835,-122.43586,San Francisco,California,Contemporary,level-4,3
The French Laundry,2019,38.40443,-122.36474,San Francisco,California,Contemporary,level-4,3
The Restaurant at Meadowood,2019,38.52025,-122.46479,San Francisco,California,Contemporary,level-4,3
SingleThread,2019,38.612164,-122.869705,San Francisco,California,Contemporary,level-4,3
Alinea,2019,41.91328,-87.64798,Chicago,Chicago,Contemporary,level-4,3
Geranium,2019,55.70393,12.57197,København,Denmark,Creative,level-4,3
T'ang Court,2019,22.296572,114.1698,Hong Kong,Hong Kong,Cantonese,level-3,3
Bo Innovation,2019,22.27614,114.171,Hong Kong,Hong Kong,Innovative,level-5,3
Lung King Heen,2019,22.28665,114.15674,Hong Kong,Hong Kong,Cantonese,level-4,3
Caprice,2019,22.286646,114.15662,Hong Kong,Hong Kong,French,level-4,3
8½ Otto e Mezzo - Bombana,2019,22.28189,114.15839,Hong Kong,Hong Kong,Italian,level-4,3
L'Atelier de Joël Robuchon,2019,22.281199,114.15816,Hong Kong,Hong Kong,French contemporary,level-4,3
Sushi Shikon,2019,22.28511,114.15208,Hong Kong,Hong Kong,Sushi,level-5,3
The Eight,2019,22.190475,113.54341,Macau,Macau,Chinese,level-3,3
Robuchon au Dôme,2019,22.189949,113.54395,Macau,Macau,French contemporary,level-4,3
Jade Dragon,2019,22.149137,113.56715,Macau,Macau,Cantonese,level-2,3
Maaemo,2019,59.910477,10.760408,Oslo,Norway,Modern cuisine,level-4,3
Masa,2019,40.76855,-73.98335,New York,New York City,Japanese,level-4,3
Per Se,2019,40.76828,-73.98292,New York,New York City,Contemporary,level-4,3
Le Bernardin,2019,40.76177,-73.98223,New York,New York City,Seafood,level-4,3
Eleven Madison Park,2019,40.7417,-73.98712,New York,New York City,Contemporary,level-4,3
Chef's Table at Brooklyn Fare,2019,40.68872,-73.98581,New York,New York City,Contemporary,level-4,3
La Yeon,2019,37.555813,127.00517,Seoul,South Korea,Korean,level-4,3
Gaon,2019,37.52265,127.03595,Seoul,South Korea,Korean,level-5,3
Frantzén,2019,59.33418,18.05812,Stockholm,Sweden,Modern cuisine,level-4,3
Le Palais,2019,25.049496,121.51674,Taipei,Taipei,Cantonese,level-2,3
The Inn at Little Washington,2019,38.713623,-78.16208,"Washington, D.C.",Washington DC,American,level-4,3
Fat Duck,2019,51.50828,-0.70232,Bray,United Kingdom,Creative,level-6,3
Waterside Inn,2019,51.50773,-0.70121,Bray,United Kingdom,Classic French,level-6,3
Alain Ducasse at The Dorchester,2019,51.50712,-0.1525201,Mayfair,United Kingdom,French,level-6,3
The Araki,2019,51.511826,-0.140389,Mayfair,United Kingdom,Japanese,level-6,3
Gordon Ramsay,2019,51.48546,-0.1620201,Chelsea,United Kingdom,French,level-6,3
